BESTELLIDENT;B_EMAIL;B_TELEFON;B_GEBDATUM;FLAG_LRIDENTISCH;FLAG_NEWSLETTER;Z_METHODE;Z_CARD_ART;Z_CARD_VALID;Z_LAST_NAME;WERT_BEST;TAG_BEST;TIME_BEST;ANZ_BEST;ANUMMER_01;ANUMMER_02;ANUMMER_03;ANUMMER_04;ANUMMER_05;ANUMMER_06;ANUMMER_07;ANUMMER_08;ANUMMER_09;ANUMMER_10;CHK_LADR;CHK_RADR;CHK_KTO;CHK_CARD;CHK_COOKIE;CHK_IP;FAIL_LPLZ;FAIL_LORT;FAIL_LPLZORTMATCH;FAIL_RPLZ;FAIL_RORT;FAIL_RPLZORTMATCH;SESSION_TIME;NEUKUNDE;ANZ_BEST_GES;WERT_BEST_GES;DATUM_LBEST;MAHN_AKT;MAHN_HOECHST;PROGNOSE_BETRUG
26177;ja;nein;1982-04-07 00:00:00.000;ja;nein;Rechnung;;9.2005;;6,5;Sa;1899-12-30 11:24:00.000;1;102611;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;1;68,72;2002-03-04 00:00:00.000;0;1;nein
26180;ja;nein;1973-10-04 00:00:00.000;ja;nein;Rechnung;;10.2005;;34,5;Sa;1899-12-30 16:19:00.000;1;101856;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;46,33;2004-02-09 00:00:00.000;0;0;nein
26181;ja;nein;1966-11-25 00:00:00.000;nein;nein;Kreditkarte;Eurocard;11.2007;ja;9,99;So;1899-12-30 19:34:00.000;1;200450;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26182;ja;ja;1974-01-02 00:00:00.000;ja;ja;Rechnung;;7.2006;;16;Do;1899-12-30 21:43:00.000;1;402496;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;5,26;2001-11-28 00:00:00.000;0;0;nein
26183;ja;nein;1899-12-30 00:00:00.000;nein;nein;Lastschrift;;10.2006;ja;12,6;Mi;1899-12-30 14:11:00.000;1;408609;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;29,62;2004-12-21 00:00:00.000;0;0;nein
26185;nein;nein;1980-10-31 00:00:00.000;ja;nein;Rechnung;;10.2006;;35,1;Sa;1899-12-30 15:48:00.000;3;208997;203772.0;504159.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;73,41;2004-04-09 00:00:00.000;1;1;nein
26186;ja;nein;1957-06-23 00:00:00.000;ja;nein;Kreditkarte;Eurocard;9.2005;ja;34,5;Mi;1899-12-30 12:14:00.000;1;501511;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;nein;1;69,21;2003-05-21 00:00:00.000;0;0;nein
26190;ja;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Eurocard;2.2006;ja;83;Mi;1899-12-30 19:55:00.000;2;603397;308889.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;140,37;2004-06-12 00:00:00.000;0;1;nein
26193;nein;nein;1950-04-10 00:00:00.000;ja;nein;Rechnung;;8.2006;;52;So;1899-12-30 03:26:00.000;1;204935;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26194;nein;nein;1961-03-20 00:00:00.000;ja;nein;Rechnung;;11.2006;;64,49;Di;1899-12-30 17:07:00.000;2;400329;207046.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26197;ja;ja;1968-11-28 00:00:00.000;ja;nein;Rechnung;;3.2005;;54,5;Mi;1899-12-30 06:42:00.000;1;401893;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26199;ja;ja;1972-11-08 00:00:00.000;nein;nein;Lastschrift;;8.2006;ja;41,3;Sa;1899-12-30 21:12:00.000;2;108997;407359.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;31,43;2001-03-02 00:00:00.000;0;0;nein
26201;ja;nein;1965-02-02 00:00:00.000;ja;ja;Rechnung;;4.2006;;19,99;Mo;1899-12-30 10:36:00.000;1;402246;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;88,88;2003-04-17 00:00:00.000;0;1;nein
26202;ja;nein;1963-10-22 00:00:00.000;ja;nein;Rechnung;;11.2006;;34,5;Mo;1899-12-30 11:59:00.000;1;401216;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;1;12,84;2004-07-23 00:00:00.000;0;0;nein
26203;ja;nein;1964-07-27 00:00:00.000;ja;nein;Rechnung;;3.2005;;9,99;Sa;1899-12-30 19:16:00.000;1;507255;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26204;ja;nein;1986-10-07 00:00:00.000;nein;nein;Kreditkarte;Eurocard;9.2006;ja;62;Di;1899-12-30 09:52:00.000;1;108889;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;nein;1;15,02;2004-08-03 00:00:00.000;0;0;nein
26205;ja;nein;1985-07-25 00:00:00.000;ja;ja;Rechnung;;11.2007;;32,8;Sa;1899-12-30 14:02:00.000;1;507046;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26206;ja;nein;1971-04-21 00:00:00.000;nein;nein;Kreditkarte;Eurocard;7.2005;ja;56;Sa;1899-12-30 23:55:00.000;1;100578;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;54,14;2003-09-15 00:00:00.000;0;1;nein
26212;ja;nein;1980-11-19 00:00:00.000;ja;nein;Rechnung;;8.2005;;54,5;Sa;1899-12-30 11:16:00.000;1;403367;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26214;ja;ja;1981-06-07 00:00:00.000;ja;nein;Rechnung;;2.2007;;59;So;1899-12-30 06:53:00.000;3;204944;200925.0;304077.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26216;ja;nein;1984-03-26 00:00:00.000;ja;ja;Kreditkarte;Eurocard;4.2006;ja;52;Fr;1899-12-30 22:45:00.000;1;100925;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26217;ja;nein;1982-04-23 00:00:00.000;ja;nein;Rechnung;;3.2005;;12,6;Do;1899-12-30 18:02:00.000;1;408609;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;1;76,1;2003-08-27 00:00:00.000;0;0;nein
26218;ja;nein;1963-09-13 00:00:00.000;ja;nein;Rechnung;;6.2006;;80,5;Mo;1899-12-30 21:53:00.000;2;206504;408801.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26222;ja;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Visa;2.2007;ja;199,2;Sa;1899-12-30 05:23:00.000;6;207156;205580.0;204242.0;406811.0;409013.0;404553.0;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;52,89;2001-11-12 00:00:00.000;0;0;nein
26224;ja;nein;1970-08-19 00:00:00.000;ja;nein;Kreditkarte;Visa;9.2006;ja;124,3;So;1899-12-30 19:37:00.000;3;108801;403533.0;401371.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;1;342,44;2003-04-15 00:00:00.000;0;0;nein
26226;ja;nein;1968-12-23 00:00:00.000;ja;nein;Rechnung;;6.2006;;31,9;Fr;1899-12-30 03:45:00.000;1;409731;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;1;15,7;2002-05-25 00:00:00.000;2;2;nein
26229;ja;nein;1977-11-12 00:00:00.000;ja;nein;Rechnung;;12.2007;;43,5;Sa;1899-12-30 16:41:00.000;1;104159;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;47,03;2003-03-18 00:00:00.000;0;0;nein
26230;ja;nein;1984-07-17 00:00:00.000;ja;nein;Rechnung;;9.2007;;88,8;So;1899-12-30 04:48:00.000;2;400959;105685.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;71,17;2003-12-10 00:00:00.000;2;2;nein
26233;ja;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Amex;8.2005;ja;29,99;Di;1899-12-30 11:11:00.000;1;606858;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;3;425,4;2002-12-29 00:00:00.000;0;0;nein
26236;ja;nein;1974-06-04 00:00:00.000;nein;ja;Lastschrift;;7.2007;ja;17,5;So;1899-12-30 12:49:00.000;1;506398;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;1;12,62;2003-06-01 00:00:00.000;0;0;nein
26241;nein;nein;1982-02-14 00:00:00.000;ja;nein;Rechnung;;10.2007;;9,99;Mi;1899-12-30 04:04:00.000;1;503367;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;38,42;2001-01-05 00:00:00.000;0;0;nein
26243;ja;ja;1977-08-21 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;2.2007;ja;72,3;Mo;1899-12-30 17:17:00.000;2;104077;602845.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;62,6;2003-05-09 00:00:00.000;0;0;nein
26244;ja;nein;1983-06-12 00:00:00.000;ja;nein;Rechnung;;9.2007;;32,8;Fr;1899-12-30 21:44:00.000;1;409470;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26247;ja;nein;1972-11-03 00:00:00.000;nein;nein;Lastschrift;;6.2006;ja;9,99;Sa;1899-12-30 17:35:00.000;1;202993;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;38,74;2002-01-08 00:00:00.000;1;1;nein
26248;nein;nein;1966-08-27 00:00:00.000;ja;nein;Rechnung;;11.2006;;68,4;Mi;1899-12-30 13:13:00.000;1;207344;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26249;ja;ja;1981-02-27 00:00:00.000;ja;nein;Rechnung;;11.2006;;28,8;Fr;1899-12-30 10:05:00.000;2;508889;403776.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;41,13;2001-07-31 00:00:00.000;0;0;nein
26254;ja;nein;1981-06-28 00:00:00.000;ja;nein;Kreditkarte;Visa;4.2007;ja;9,8;Mo;1899-12-30 22:43:00.000;1;507359;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;12,46;2005-01-13 00:00:00.000;0;3;nein
26256;ja;nein;1899-12-30 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;12.2007;ja;19,99;So;1899-12-30 20:07:00.000;1;402246;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;23,71;2004-02-01 00:00:00.000;0;0;nein
26258;ja;nein;1976-02-22 00:00:00.000;nein;nein;Kreditkarte;Eurocard;7.2006;ja;32,8;Do;1899-12-30 10:34:00.000;1;208500;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26260;ja;nein;1981-09-07 00:00:00.000;nein;nein;Lastschrift;;10.2006;ja;67;Di;1899-12-30 16:39:00.000;2;603950;204159.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;1;8,8;2001-07-21 00:00:00.000;0;2;nein
26261;ja;nein;1899-12-30 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;6.2006;ja;111,6;So;1899-12-30 06:18:00.000;3;405431;407491.0;402634.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;39,01;2003-08-05 00:00:00.000;0;0;nein
26268;ja;nein;1961-10-26 00:00:00.000;ja;nein;Rechnung;;11.2005;;75,99;Mo;1899-12-30 20:10:00.000;2;104485;102454.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;1;23,18;2003-05-16 00:00:00.000;0;0;nein
26270;ja;nein;1985-10-31 00:00:00.000;nein;nein;Lastschrift;;6.2005;ja;34,5;Do;1899-12-30 15:26:00.000;1;506590;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26272;ja;ja;1979-04-11 00:00:00.000;ja;nein;Kreditkarte;Visa;11.2007;ja;116,5;Sa;1899-12-30 16:54:00.000;2;507317;207610.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;11,25;2002-11-05 00:00:00.000;1;1;nein
26273;ja;nein;1973-03-31 00:00:00.000;ja;nein;Rechnung;;2.2006;;62;Fr;1899-12-30 18:53:00.000;1;303639;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26278;ja;nein;1977-12-06 00:00:00.000;ja;nein;Rechnung;;12.2006;;84,49;Fr;1899-12-30 18:16:00.000;2;300476;406959.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;1;20,32;2002-04-11 00:00:00.000;1;1;nein
26279;ja;nein;1974-11-04 00:00:00.000;nein;nein;Kreditkarte;Eurocard;12.2005;ja;42,1;Sa;1899-12-30 20:12:00.000;2;101967;104792.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;200,57;2001-01-17 00:00:00.000;0;0;nein
26283;nein;ja;1975-03-29 00:00:00.000;ja;nein;Rechnung;;3.2006;;17,5;Fr;1899-12-30 18:28:00.000;1;100476;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26286;ja;nein;1977-05-24 00:00:00.000;ja;nein;Rechnung;;11.2007;;9,8;Mo;1899-12-30 18:42:00.000;1;303950;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;3;36,18;2001-01-21 00:00:00.000;0;0;nein
26289;ja;nein;1964-02-19 00:00:00.000;ja;nein;Rechnung;;12.2006;;18;Mi;1899-12-30 09:03:00.000;1;401856;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26290;ja;nein;1978-07-29 00:00:00.000;ja;nein;Rechnung;;5.2007;;12,6;So;1899-12-30 19:31:00.000;1;506858;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26293;ja;ja;1981-11-18 00:00:00.000;nein;nein;Lastschrift;;9.2005;ja;9,99;Mi;1899-12-30 23:51:00.000;1;200450;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;2;16,58;2002-01-23 00:00:00.000;1;1;nein
26294;nein;nein;1978-12-13 00:00:00.000;ja;nein;Rechnung;;2.2006;;29,5;Mi;1899-12-30 00:49:00.000;1;202133;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26295;ja;nein;1977-03-06 00:00:00.000;ja;nein;Rechnung;;6.2005;;8,5;Di;1899-12-30 03:46:00.000;1;508997;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26296;ja;ja;1972-02-26 00:00:00.000;ja;nein;Rechnung;;11.2005;;42,8;Fr;1899-12-30 18:20:00.000;1;202469;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;10,75;2002-02-09 00:00:00.000;0;0;nein
26297;ja;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Visa;8.2005;ja;52;Do;1899-12-30 00:28:00.000;1;407610;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;18;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26299;ja;ja;1953-11-11 00:00:00.000;nein;nein;Kreditkarte;Visa;4.2005;ja;18;Fr;1899-12-30 00:57:00.000;1;401856;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26303;ja;ja;1983-06-06 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;7.2005;ja;189,48;Mo;1899-12-30 01:51:00.000;7;507255;106398.0;107610.0;208997.0;407300.0;409101.0;409013.0;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
26305;nein;nein;1973-07-21 00:00:00.000;ja;nein;Rechnung;;3.2006;;29,99;Mi;1899-12-30 00:48:00.000;1;405284;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;2;69,3;2000-12-12 00:00:00.000;1;1;ja
26307;ja;ja;1973-01-17 00:00:00.000;nein;nein;Kreditkarte;Visa;3.2005;ja;31,9;Fr;1899-12-30 09:20:00.000;1;203776;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;8,74;2003-01-08 00:00:00.000;0;2;nein
26308;ja;nein;1956-12-14 00:00:00.000;ja;nein;Rechnung;;7.2005;;8,5;Fr;1899-12-30 14:52:00.000;1;408889;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;42,12;2005-01-13 00:00:00.000;0;3;nein
26309;nein;nein;1966-01-30 00:00:00.000;ja;nein;Kreditkarte;Eurocard;12.2006;ja;31,9;Mi;1899-12-30 04:49:00.000;1;203776;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26312;ja;nein;1986-07-25 00:00:00.000;ja;nein;Rechnung;;5.2007;;57,8;Sa;1899-12-30 05:49:00.000;1;108801;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;2;123,2;2004-09-27 00:00:00.000;0;0;nein
26317;ja;nein;1966-07-29 00:00:00.000;ja;ja;Rechnung;;2.2005;;42,8;Mi;1899-12-30 01:31:00.000;1;403772;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;92,09;2004-08-07 00:00:00.000;0;0;nein
26319;nein;nein;1975-05-22 00:00:00.000;nein;nein;Kreditkarte;Eurocard;11.2007;ja;12,6;Sa;1899-12-30 08:34:00.000;1;208499;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26323;ja;nein;1972-12-08 00:00:00.000;ja;nein;Kreditkarte;Visa;7.2006;ja;6,5;Di;1899-12-30 17:32:00.000;1;202681;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;1;40,32;2003-08-07 00:00:00.000;0;0;nein
26329;ja;nein;1965-01-16 00:00:00.000;ja;nein;Rechnung;;6.2007;;57,8;So;1899-12-30 20:01:00.000;1;106821;;;;;;;;;;nein;nein;nein;nein;ja;nein;nein;nein;nein;nein;nein;nein;7;nein;1;7,57;2003-03-23 00:00:00.000;1;1;ja
26330;ja;nein;1961-11-14 00:00:00.000;ja;nein;Rechnung;;6.2005;;26;Di;1899-12-30 23:40:00.000;1;409183;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;46,92;2002-12-27 00:00:00.000;0;0;nein
26333;nein;nein;1971-05-29 00:00:00.000;ja;nein;Rechnung;;2.2006;;42,8;Sa;1899-12-30 05:18:00.000;1;403772;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26334;nein;nein;1975-12-21 00:00:00.000;ja;nein;Rechnung;;1.2005;;51;So;1899-12-30 15:30:00.000;1;202399;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26336;ja;nein;1965-03-26 00:00:00.000;ja;nein;Kreditkarte;Eurocard;11.2005;ja;5,2;Mi;1899-12-30 14:09:00.000;1;406160;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;1;9,37;2001-08-21 00:00:00.000;0;0;nein
26337;ja;ja;1984-12-04 00:00:00.000;ja;nein;Rechnung;;4.2006;;56;Mi;1899-12-30 08:58:00.000;1;506520;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;nein;1;37,65;2004-03-21 00:00:00.000;0;0;nein
26338;nein;nein;1981-05-19 00:00:00.000;ja;nein;Rechnung;;12.2005;;5,2;So;1899-12-30 01:47:00.000;1;102496;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;3;192,42;2001-06-29 00:00:00.000;0;0;nein
26339;ja;nein;1977-05-23 00:00:00.000;ja;nein;Kreditkarte;Amex;7.2006;ja;126,2;Mo;1899-12-30 10:07:00.000;2;505685;400914.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26343;nein;nein;1953-02-06 00:00:00.000;nein;nein;Kreditkarte;Eurocard;1.2005;ja;18;Di;1899-12-30 03:33:00.000;1;207156;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;95,66;2003-04-06 00:00:00.000;0;0;nein
26344;ja;nein;1963-11-28 00:00:00.000;ja;nein;Rechnung;;10.2005;;37;Mi;1899-12-30 09:14:00.000;1;501796;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26345;ja;nein;1967-02-26 00:00:00.000;nein;nein;Kreditkarte;Eurocard;10.2005;ja;17,8;Sa;1899-12-30 23:20:00.000;1;407491;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;2;67,68;2002-12-23 00:00:00.000;0;1;nein
26346;ja;nein;1899-12-30 00:00:00.000;ja;ja;Lastschrift;;7.2005;ja;157,8;Mo;1899-12-30 10:56:00.000;5;404522;207570.0;106685.0;105580.0;101967.0;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26350;ja;nein;1984-04-27 00:00:00.000;ja;nein;Rechnung;;3.2006;;84,49;Sa;1899-12-30 20:58:00.000;2;407416;404341.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;11,85;2003-05-02 00:00:00.000;0;0;nein
26351;ja;nein;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Visa;11.2005;ja;12,6;Fr;1899-12-30 23:32:00.000;1;405540;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26354;ja;nein;1899-12-30 00:00:00.000;ja;ja;Rechnung;;1.2006;;17,5;Do;1899-12-30 18:29:00.000;1;102448;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26357;ja;nein;1980-02-14 00:00:00.000;ja;nein;Rechnung;;10.2006;;57,8;So;1899-12-30 15:03:00.000;1;109725;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;14,42;2001-05-14 00:00:00.000;0;0;nein
26362;ja;nein;1978-07-16 00:00:00.000;nein;nein;Kreditkarte;Visa;5.2007;ja;5,2;Sa;1899-12-30 12:58:00.000;1;102496;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26363;ja;ja;1899-12-30 00:00:00.000;ja;nein;Rechnung;;4.2005;;51,5;Sa;1899-12-30 05:11:00.000;2;405485;609670.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;35,83;2003-06-08 00:00:00.000;0;0;nein
26364;ja;nein;1965-08-14 00:00:00.000;ja;nein;Rechnung;;3.2006;;9,8;So;1899-12-30 19:43:00.000;1;306310;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26365;ja;nein;1960-03-17 00:00:00.000;ja;ja;Kreditkarte;Visa;11.2007;ja;188,85;Fr;1899-12-30 22:16:00.000;5;504935;101893.0;404485.0;500476.0;505685.0;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26377;ja;nein;1959-12-03 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;8.2006;ja;17,8;So;1899-12-30 16:56:00.000;1;203397;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
26382;ja;nein;1973-08-21 00:00:00.000;ja;nein;Rechnung;;7.2005;;40,45;Mi;1899-12-30 08:34:00.000;2;109121;408499.0;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;nein;1;45,21;2003-12-09 00:00:00.000;1;1;nein
